Plant;sum_to;min_to;avg_to;max_to
DE12;136314,61129799997;0,0017;6,029752346529834;23,949758000000003
DE14;105503,984749;0,00082;2,5409177002312027;25,416396
DE17;87256,554803;0,0017;2,144791554285574;24,963128
